,location,location_name,super_region_name,region_name,year,mean,global_rank,super_region_rank
692,MNG,Mongolia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2000,0.121,124.0,25.0
812,POL,Poland,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2000,0.19,65.0,9.5
848,ROU,Romania,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2000,0.169,85.0,17.0
854,RUS,Russia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2000,0.22,42.5,2.0
914,SRB,Serbia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2000,0.163,91.5,20.5
938,SVK,Slovakia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2000,0.194,63.0,8.0
944,SVN,Slovenia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2000,0.186,69.0,12.0
992,TJK,Tajikistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2000,0.112,132.5,27.0
998,TKM,Turkmenistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2000,0.162,93.5,22.0
1052,UKR,Ukraine,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2000,0.185,71.0,13.5
1070,UZB,Uzbekistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2000,0.119,125.0,26.0
20,AND,Andorra,High-income,Western Europe,2000,0.084,147.0,30.0
32,ARG,Argentina,High-income,Southern Latin America,2000,0.22,42.5,11.0
50,AUS,Australia,High-income,Australasia,2000,0.225,40.5,9.5
56,AUT,Austria,High-income,Western Europe,2000,0.17,84.0,25.0
74,BEL,Belgium,High-income,Western Europe,2000,0.201,57.5,17.5
152,BRN,Brunei,High-income,High-income Asia Pacific,2000,0.032,177.0,32.0
176,CAN,Canada,High-income,High-income North America,2000,0.201,57.5,17.5
182,CHE,Switzerland,High-income,Western Europe,2000,0.159,96.0,27.0
188,CHL,Chile,High-income,Southern Latin America,2000,0.245,27.0,3.0
254,CYP,Cyprus,High-income,Western Europe,2000,0.232,33.5,6.0
266,DEU,Germany,High-income,Western Europe,2000,0.204,54.0,15.5
284,DNK,Denmark,High-income,Western Europe,2000,0.179,76.5,22.5
320,ESP,Spain,High-income,Western Europe,2000,0.227,37.0,7.0
338,FIN,Finland,High-income,Western Europe,2000,0.188,67.0,19.0
350,FRA,France,High-income,Western Europe,2000,0.185,71.0,20.0
368,GBR,United Kingdom,High-income,Western Europe,2000,0.207,49.0,14.0
410,GRC,Greece,High-income,Western Europe,2000,0.182,74.0,21.0
470,IRL,Ireland,High-income,Western Europe,2000,0.21,47.0,13.0
488,ISL,Iceland,High-income,Western Europe,2000,0.243,28.0,4.0
494,ISR,Israel,High-income,Western Europe,2000,0.225,40.5,9.5
500,ITA,Italy,High-income,Western Europe,2000,0.175,80.0,24.0
518,JPN,Japan,High-income,High-income Asia Pacific,2000,0.031,178.0,33.0
554,KOR,South Korea,High-income,High-income Asia Pacific,2000,0.058,158.5,31.0
614,LUX,Luxembourg,High-income,Western Europe,2000,0.226,38.5,8.0
674,MLT,Malta,High-income,Western Europe,2000,0.268,22.0,2.0
752,NLD,Netherlands,High-income,Western Europe,2000,0.113,131.0,28.0
758,NOR,Norway,High-income,Western Europe,2000,0.166,87.5,26.0
770,NZL,New Zealand,High-income,Australasia,2000,0.215,44.0,12.0
824,PRT,Portugal,High-income,Western Europe,2000,0.204,54.0,15.5
884,SGP,Singapore,High-income,High-income Asia Pacific,2000,0.085,146.0,29.0
950,SWE,Sweden,High-income,Western Europe,2000,0.179,76.5,22.5
1058,URY,Uruguay,High-income,Southern Latin America,2000,0.238,29.0,5.0
1064,USA,United States,High-income,High-income North America,2000,0.287,19.0,1.0
26,ARE,United Arab Emirates,North Africa and Middle East,North Africa and Middle East,2000,0.273,21.0,11.0
104,BHR,Bahrain,North Africa and Middle East,North Africa and Middle East,2000,0.305,15.0,8.0
296,DZA,Algeria,North Africa and Middle East,North Africa and Middle East,2000,0.15,101.0,17.0
308,EGY,Egypt,North Africa and Middle East,North Africa and Middle East,2000,0.339,9.0,4.0
476,IRN,Iran,North Africa and Middle East,North Africa and Middle East,2000,0.19,65.0,15.0
482,IRQ,Iraq,North Africa and Middle East,North Africa and Middle East,2000,0.295,17.0,9.0
512,JOR,Jordan,North Africa and Middle East,North Africa and Middle East,2000,0.338,10.0,5.0
560,KWT,Kuwait,North Africa and Middle East,North Africa and Middle East,2000,0.428,5.0,2.0
572,LBN,Lebanon,North Africa and Middle East,North Africa and Middle East,2000,0.251,26.0,13.0
584,LBY,Libya,North Africa and Middle East,North Africa and Middle East,2000,0.42,6.0,3.0
626,MAR,Morocco,North Africa and Middle East,North Africa and Middle East,2000,0.172,82.0,16.0
776,OMN,Oman,North Africa and Middle East,North Africa and Middle East,2000,0.205,51.5,14.0
836,PSE,Palestine,North Africa and Middle East,North Africa and Middle East,2000,0.309,14.0,7.0
842,QAT,Qatar,North Africa and Middle East,North Africa and Middle East,2000,0.478,3.0,1.0
866,SAU,Saudi Arabia,North Africa and Middle East,North Africa and Middle East,2000,0.331,11.0,6.0
872,SDN,Sudan,North Africa and Middle East,North Africa and Middle East,2000,0.142,105.0,18.0
968,SYR,Syria,North Africa and Middle East,North Africa and Middle East,2000,0.291,18.0,10.0
1022,TUN,Tunisia,North Africa and Middle East,North Africa and Middle East,2000,0.127,118.0,20.0
1028,TUR,Turkey,North Africa and Middle East,North Africa and Middle East,2000,0.262,23.0,12.0
1106,YEM,Yemen,North Africa and Middle East,North Africa and Middle East,2000,0.136,112.0,19.0
44,ATG,Antigua and Barbuda,Latin America and Caribbean,Caribbean,2000,0.139,110.5,21.5
110,BHS,The Bahamas,Latin America and Caribbean,Caribbean,2000,0.321,12.0,1.0
128,BLZ,Belize,Latin America and Caribbean,Caribbean,2000,0.318,13.0,2.0
134,BOL,Bolivia,Latin America and Caribbean,Andean Latin America,2000,0.152,100.0,17.0
140,BRA,Brazil,Latin America and Caribbean,Tropical Latin America,2000,0.117,126.0,27.0
146,BRB,Barbados,Latin America and Caribbean,Caribbean,2000,0.23,35.5,7.0
224,COL,Colombia,Latin America and Caribbean,Central Latin America,2000,0.135,113.0,23.0
242,CRI,Costa Rica,Latin America and Caribbean,Central Latin America,2000,0.208,48.0,9.0
248,CUB,Cuba,Latin America and Caribbean,Caribbean,2000,0.203,56.0,11.0
278,DMA,Dominica,Latin America and Caribbean,Caribbean,2000,0.233,32.0,6.0
290,DOM,Dominican Republic,Latin America and Caribbean,Caribbean,2000,0.139,110.5,21.5
302,ECU,Ecuador,Latin America and Caribbean,Andean Latin America,2000,0.126,119.0,25.0
416,GRD,Grenada,Latin America and Caribbean,Caribbean,2000,0.148,103.0,18.0
422,GTM,Guatemala,Latin America and Caribbean,Central Latin America,2000,0.115,128.0,28.0
428,GUY,Guyana,Latin America and Caribbean,Caribbean,2000,0.205,51.5,10.0
434,HND,Honduras,Latin America and Caribbean,Central Latin America,2000,0.123,122.0,26.0
446,HTI,Haiti,Latin America and Caribbean,Caribbean,2000,0.078,152.0,29.0
506,JAM,Jamaica,Latin America and Caribbean,Caribbean,2000,0.178,79.0,13.0
590,LCA,Saint Lucia,Latin America and Caribbean,Caribbean,2000,0.16,95.0,16.0
650,MEX,Mexico,Latin America and Caribbean,Central Latin America,2000,0.234,31.0,5.0
746,NIC,Nicaragua,Latin America and Caribbean,Central Latin America,2000,0.179,76.5,12.0
788,PAN,Panama,Latin America and Caribbean,Central Latin America,2000,0.129,116.0,24.0
794,PER,Peru,Latin America and Caribbean,Andean Latin America,2000,0.142,105.0,19.5
830,PRY,Paraguay,Latin America and Caribbean,Tropical Latin America,2000,0.252,25.0,4.0
902,SLV,El Salvador,Latin America and Caribbean,Central Latin America,2000,0.172,82.0,14.0
932,SUR,Suriname,Latin America and Caribbean,Caribbean,2000,0.213,45.0,8.0
1016,TTO,Trinidad and Tobago,Latin America and Caribbean,Caribbean,2000,0.261,24.0,3.0
1076,VCT,Saint Vincent and the Grenadines,Latin America and Caribbean,Caribbean,2000,0.162,93.5,15.0
1082,VEN,Venezuela,Latin America and Caribbean,Central Latin America,2000,0.142,105.0,19.5
194,CHN,China,"Southeast Asia, East Asia, and Oceania",East Asia,2000,0.03,179.0,20.0
344,FJI,Fiji,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.23,35.5,7.0
356,FSM,Federated States of Micronesia,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.404,7.0,4.0
458,IDN,Indonesia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.041,170.0,19.0
542,KHM,Cambodia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.017,187.0,22.0
548,KIR,Kiribati,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.453,4.0,3.0
566,LAO,Laos,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.048,164.0,14.0
596,LKA,Sri Lanka,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.044,166.5,16.5
644,MDV,Maldives,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.109,135.0,10.0
656,MHL,Marshall Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.391,8.0,5.0
680,MMR,Myanmar,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.055,160.0,13.0
722,MYS,Malaysia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.124,120.5,9.0
800,PHL,Philippines,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.042,169.0,18.0
806,PNG,Papua New Guinea,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.091,145.0,11.0
818,PRK,North Korea,"Southeast Asia, East Asia, and Oceania",East Asia,2000,0.025,183.5,21.0
890,SLB,Solomon Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.296,16.0,6.0
986,THA,Thailand,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.067,157.0,12.0
1004,TLS,Timor-Leste,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.044,166.5,16.5
1010,TON,Tonga,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.58,1.0,1.0
1034,TWN,Taiwan,"Southeast Asia, East Asia, and Oceania",East Asia,2000,0.045,165.0,15.0
1088,VNM,Vietnam,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2000,0.012,188.0,23.0
1094,VUT,Vanuatu,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.164,90.0,8.0
1100,WSM,Samoa,"Southeast Asia, East Asia, and Oceania",Oceania,2000,0.545,2.0,2.0
3,AFG,Afghanistan,South Asia,South Asia,2005,0.141,114.0,1.0
93,BGD,Bangladesh,South Asia,South Asia,2005,0.03,180.5,5.0
159,BTN,Bhutan,South Asia,South Asia,2005,0.137,117.0,2.0
465,IND,India,South Asia,South Asia,2005,0.037,175.0,4.0
765,NPL,Nepal,South Asia,South Asia,2005,0.022,186.0,6.0
783,PAK,Pakistan,South Asia,South Asia,2005,0.13,126.0,3.0
9,AGO,Angola,Sub-Saharan Africa,Central Sub-Saharan Africa,2005,0.137,117.0,13.0
69,BDI,Burundi,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.03,180.5,45.0
81,BEN,Benin,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.091,148.0,30.0
87,BFA,Burkina Faso,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.059,162.0,37.0
165,BWA,Botswana,Sub-Saharan Africa,Southern Sub-Saharan Africa,2005,0.151,107.0,11.0
171,CAF,Central African Republic,Sub-Saharan Africa,Central Sub-Saharan Africa,2005,0.073,157.0,34.0
201,CIV,Cote d'Ivoire,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.085,153.0,32.0
207,CMR,Cameroon,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.133,122.0,14.0
213,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Central Sub-Saharan Africa,2005,0.044,170.0,39.0
219,COG,Congo,Sub-Saharan Africa,Central Sub-Saharan Africa,2005,0.11,138.0,22.0
231,COM,Comoros,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.123,130.0,17.0
237,CPV,Cape Verde,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.108,140.5,24.0
273,DJI,Djibouti,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.126,128.5,16.0
315,ERI,Eritrea,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.036,176.0,44.0
333,ETH,Ethiopia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.028,182.5,46.5
363,GAB,Gabon,Sub-Saharan Africa,Central Sub-Saharan Africa,2005,0.179,88.0,8.0
381,GHA,Ghana,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.095,146.0,28.0
387,GIN,Guinea,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.055,163.0,38.0
393,GMB,The Gambia,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.114,135.5,20.0
399,GNB,Guinea-Bissau,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.182,85.0,7.0
405,GNQ,Equatorial Guinea,Sub-Saharan Africa,Central Sub-Saharan Africa,2005,0.285,20.0,1.0
531,KEN,Kenya,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.106,142.0,25.0
579,LBR,Liberia,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.167,99.0,9.5
603,LSO,Lesotho,Sub-Saharan Africa,Southern Sub-Saharan Africa,2005,0.189,77.5,6.0
639,MDG,Madagascar,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.028,182.5,46.5
669,MLI,Mali,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.112,137.0,21.0
699,MOZ,Mozambique,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.062,159.0,36.0
705,MRT,Mauritania,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.167,99.0,9.5
711,MUS,Mauritius,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.12,132.0,18.0
717,MWI,Malawi,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.04,173.5,42.5
729,NAM,Namibia,Sub-Saharan Africa,Southern Sub-Saharan Africa,2005,0.132,123.0,15.0
735,NER,Niger,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.042,172.0,41.0
741,NGA,Nigeria,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.109,139.0,23.0
861,RWA,Rwanda,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.025,184.5,48.0
879,SEN,Senegal,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.15,108.0,12.0
897,SLE,Sierra Leone,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.082,154.0,33.0
909,SOM,Somalia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.098,145.0,27.0
921,SSD,South Sudan,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.209,56.5,5.0
927,STP,Sao Tome and Principe,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.115,133.5,19.0
957,SWZ,Swaziland,Sub-Saharan Africa,Southern Sub-Saharan Africa,2005,0.24,38.0,3.0
963,SYC,Seychelles,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.214,52.5,4.0
975,TCD,Chad,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.043,171.0,40.0
981,TGO,Togo,Sub-Saharan Africa,Western Sub-Saharan Africa,2005,0.065,158.0,35.0
1041,TZA,Tanzania,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.092,147.0,29.0
1047,UGA,Uganda,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.04,173.5,42.5
1113,ZAF,South Africa,Sub-Saharan Africa,Southern Sub-Saharan Africa,2005,0.249,32.0,2.0
1119,ZMB,Zambia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2005,0.09,150.0,31.0
1125,ZWE,Zimbabwe,Sub-Saharan Africa,Southern Sub-Saharan Africa,2005,0.1,143.0,26.0
15,ALB,Albania,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.09,150.0,29.0
39,ARM,Armenia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.181,87.0,19.0
63,AZE,Azerbaijan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.176,92.0,21.0
99,BGR,Bulgaria,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.183,82.5,17.5
117,BIH,Bosnia and Herzegovina,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.177,90.0,20.0
123,BLR,Belarus,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2005,0.108,140.5,28.0
261,CZE,Czech Republic,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.195,70.0,12.0
327,EST,Estonia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2005,0.216,50.0,5.0
375,GEO,Georgia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.228,44.0,3.0
441,HRV,Croatia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.19,75.5,15.0
453,HUN,Hungary,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.229,43.0,2.0
525,KAZ,Kazakhstan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.196,68.0,11.0
537,KGZ,Kyrgyzstan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.146,111.0,24.0
609,LTU,Lithuania,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2005,0.208,59.0,6.5
621,LVA,Latvia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2005,0.219,48.0,4.0
633,MDA,Moldova,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2005,0.208,59.0,6.5
663,MKD,Macedonia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.187,79.0,16.0
687,MNE,Montenegro,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.206,61.5,8.0
693,MNG,Mongolia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.136,119.0,25.0
813,POL,Poland,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.192,73.0,13.0
849,ROU,Romania,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.183,82.5,17.5
855,RUS,Russia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2005,0.231,41.5,1.0
915,SRB,Serbia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.169,95.5,23.0
939,SVK,Slovakia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.191,74.0,14.0
945,SVN,Slovenia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2005,0.199,65.0,9.0
993,TJK,Tajikistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.121,131.0,27.0
999,TKM,Turkmenistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.172,93.5,22.0
1053,UKR,Ukraine,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2005,0.198,66.0,10.0
1071,UZB,Uzbekistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2005,0.126,128.5,26.0
21,AND,Andorra,High-income,Western Europe,2005,0.087,152.0,30.0
33,ARG,Argentina,High-income,Southern Latin America,2005,0.214,52.5,14.0
51,AUS,Australia,High-income,Australasia,2005,0.257,29.0,4.0
57,AUT,Austria,High-income,Western Europe,2005,0.172,93.5,26.0
75,BEL,Belgium,High-income,Western Europe,2005,0.206,61.5,17.0
153,BRN,Brunei,High-income,High-income Asia Pacific,2005,0.034,179.0,33.0
177,CAN,Canada,High-income,High-income North America,2005,0.194,72.0,19.0
183,CHE,Switzerland,High-income,Western Europe,2005,0.168,97.0,27.0
189,CHL,Chile,High-income,Southern Latin America,2005,0.255,30.5,5.5
255,CYP,Cyprus,High-income,Western Europe,2005,0.232,40.0,9.0
267,DEU,Germany,High-income,Western Europe,2005,0.208,59.0,16.0
285,DNK,Denmark,High-income,Western Europe,2005,0.19,75.5,20.0
321,ESP,Spain,High-income,Western Europe,2005,0.225,45.0,11.0
339,FIN,Finland,High-income,Western Europe,2005,0.203,63.0,18.0
351,FRA,France,High-income,Western Europe,2005,0.189,77.5,21.0
369,GBR,United Kingdom,High-income,Western Europe,2005,0.223,46.0,12.0
411,GRC,Greece,High-income,Western Europe,2005,0.182,85.0,24.0
471,IRL,Ireland,High-income,Western Europe,2005,0.215,51.0,13.0
489,ISL,Iceland,High-income,Western Europe,2005,0.265,24.0,3.0
495,ISR,Israel,High-income,Western Europe,2005,0.231,41.5,10.0
501,ITA,Italy,High-income,Western Europe,2005,0.184,80.5,22.5
519,JPN,Japan,High-income,High-income Asia Pacific,2005,0.035,177.5,32.0
555,KOR,South Korea,High-income,High-income Asia Pacific,2005,0.06,160.5,31.0
615,LUX,Luxembourg,High-income,Western Europe,2005,0.243,33.0,7.0
675,MLT,Malta,High-income,Western Europe,2005,0.277,21.0,2.0
753,NLD,Netherlands,High-income,Western Europe,2005,0.114,135.5,28.0
759,NOR,Norway,High-income,Western Europe,2005,0.177,90.0,25.0
771,NZL,New Zealand,High-income,Australasia,2005,0.255,30.5,5.5
825,PRT,Portugal,High-income,Western Europe,2005,0.209,56.5,15.0
885,SGP,Singapore,High-income,High-income Asia Pacific,2005,0.099,144.0,29.0
951,SWE,Sweden,High-income,Western Europe,2005,0.184,80.5,22.5
1059,URY,Uruguay,High-income,Southern Latin America,2005,0.241,35.5,8.0
