,location,location_name,super_region_name,region_name,year,mean,global_rank,super_region_rank
436,HND,Honduras,Latin America and Caribbean,Central Latin America,2010,0.175,99.0,18.0
448,HTI,Haiti,Latin America and Caribbean,Caribbean,2010,0.085,155.5,29.0
508,JAM,Jamaica,Latin America and Caribbean,Caribbean,2010,0.214,58.0,12.0
592,LCA,Saint Lucia,Latin America and Caribbean,Caribbean,2010,0.167,105.0,20.0
652,MEX,Mexico,Latin America and Caribbean,Central Latin America,2010,0.272,28.5,4.0
748,NIC,Nicaragua,Latin America and Caribbean,Central Latin America,2010,0.207,69.0,14.0
790,PAN,Panama,Latin America and Caribbean,Central Latin America,2010,0.147,117.0,26.0
796,PER,Peru,Latin America and Caribbean,Andean Latin America,2010,0.162,106.0,21.0
832,PRY,Paraguay,Latin America and Caribbean,Tropical Latin America,2010,0.257,33.0,5.0
904,SLV,El Salvador,Latin America and Caribbean,Central Latin America,2010,0.21,63.0,13.0
934,SUR,Suriname,Latin America and Caribbean,Caribbean,2010,0.23,45.0,8.0
1018,TTO,Trinidad and Tobago,Latin America and Caribbean,Caribbean,2010,0.283,23.0,3.0
1078,VCT,Saint Vincent and the Grenadines,Latin America and Caribbean,Caribbean,2010,0.188,87.5,15.0
1084,VEN,Venezuela,Latin America and Caribbean,Central Latin America,2010,0.174,101.0,19.0
196,CHN,China,"Southeast Asia, East Asia, and Oceania",East Asia,2010,0.042,174.5,20.0
346,FJI,Fiji,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.247,38.0,7.0
358,FSM,Federated States of Micronesia,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.444,6.0,4.0
460,IDN,Indonesia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.066,159.0,13.0
544,KHM,Cambodia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.021,187.0,22.0
550,KIR,Kiribati,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.471,4.0,3.0
568,LAO,Laos,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.055,165.0,15.0
598,LKA,Sri Lanka,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.051,167.0,17.0
646,MDV,Maldives,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.122,137.0,10.0
658,MHL,Marshall Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.404,8.0,5.0
682,MMR,Myanmar,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.064,161.0,14.0
724,MYS,Malaysia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.138,125.0,9.0
802,PHL,Philippines,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.05,168.0,18.0
808,PNG,Papua New Guinea,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.094,151.0,11.0
820,PRK,North Korea,"Southeast Asia, East Asia, and Oceania",East Asia,2010,0.025,185.0,21.0
892,SLB,Solomon Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.311,19.0,6.0
988,THA,Thailand,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.089,152.0,12.0
1006,TLS,Timor-Leste,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.047,169.0,19.0
1012,TON,Tonga,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.598,1.0,1.0
1036,TWN,Taiwan,"Southeast Asia, East Asia, and Oceania",East Asia,2010,0.052,166.0,16.0
1090,VNM,Vietnam,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2010,0.015,188.0,23.0
1096,VUT,Vanuatu,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.172,103.0,8.0
1102,WSM,Samoa,"Southeast Asia, East Asia, and Oceania",Oceania,2010,0.57,2.0,2.0
5,AFG,Afghanistan,South Asia,South Asia,2013,0.144,122.0,1.0
95,BGD,Bangladesh,South Asia,South Asia,2013,0.036,179.0,5.0
161,BTN,Bhutan,South Asia,South Asia,2013,0.143,124.0,2.5
467,IND,India,South Asia,South Asia,2013,0.039,177.0,4.0
767,NPL,Nepal,South Asia,South Asia,2013,0.024,186.0,6.0
785,PAK,Pakistan,South Asia,South Asia,2013,0.143,124.0,2.5
11,AGO,Angola,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.156,112.5,12.0
71,BDI,Burundi,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.031,181.0,45.0
83,BEN,Benin,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.101,148.0,29.0
89,BFA,Burkina Faso,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.063,163.5,37.5
167,BWA,Botswana,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.153,116.0,13.0
173,CAF,Central African Republic,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.08,157.0,34.0
203,CIV,Cote d'Ivoire,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.087,155.5,32.5
209,CMR,Cameroon,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.145,120.5,14.5
215,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.046,171.5,40.5
221,COG,Congo,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.105,145.0,27.0
233,COM,Comoros,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.133,131.5,17.5
239,CPV,Cape Verde,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.115,139.0,22.0
275,DJI,Djibouti,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.145,120.5,14.5
317,ERI,Eritrea,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.039,177.0,44.0
335,ETH,Ethiopia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.029,184.0,48.0
365,GAB,Gabon,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.198,77.0,8.0
383,GHA,Ghana,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.112,141.5,23.5
389,GIN,Guinea,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.063,163.5,37.5
395,GMB,The Gambia,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.133,131.5,17.5
401,GNB,Guinea-Bissau,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.206,71.0,6.0
407,GNQ,Equatorial Guinea,Sub-Saharan Africa,Central Sub-Saharan Africa,2013,0.298,20.0,1.0
533,KEN,Kenya,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.11,144.0,26.0
581,LBR,Liberia,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.187,90.0,9.0
605,LSO,Lesotho,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.204,73.5,7.0
641,MDG,Madagascar,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.03,182.5,46.5
671,MLI,Mali,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.132,133.5,19.0
701,MOZ,Mozambique,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.066,160.0,36.0
707,MRT,Mauritania,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.174,104.0,10.0
713,MUS,Mauritius,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.131,135.0,20.0
719,MWI,Malawi,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.047,170.0,39.0
731,NAM,Namibia,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.136,129.0,16.0
737,NER,Niger,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.046,171.5,40.5
743,NGA,Nigeria,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.111,143.0,25.0
863,RWA,Rwanda,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.03,182.5,46.5
881,SEN,Senegal,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.163,108.0,11.0
899,SLE,Sierra Leone,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.087,155.5,32.5
911,SOM,Somalia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.1,149.0,30.0
923,SSD,South Sudan,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.216,59.5,4.0
929,STP,Sao Tome and Principe,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.127,136.0,21.0
959,SWZ,Swaziland,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.231,45.0,3.0
965,SYC,Seychelles,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.207,69.5,5.0
977,TCD,Chad,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.045,173.0,42.0
983,TGO,Togo,Sub-Saharan Africa,Western Sub-Saharan Africa,2013,0.075,158.0,35.0
1043,TZA,Tanzania,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.104,146.0,28.0
1049,UGA,Uganda,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.043,175.0,43.0
1115,ZAF,South Africa,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.288,23.5,2.0
1121,ZMB,Zambia,Sub-Saharan Africa,Eastern Sub-Saharan Africa,2013,0.096,151.0,31.0
1127,ZWE,Zimbabwe,Sub-Saharan Africa,Southern Sub-Saharan Africa,2013,0.112,141.5,23.5
17,ALB,Albania,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.102,147.0,29.0
41,ARM,Armenia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.193,87.5,19.0
65,AZE,Azerbaijan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.204,73.5,12.0
101,BGR,Bulgaria,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.186,91.5,20.0
119,BIH,Bosnia and Herzegovina,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.181,96.5,22.0
125,BLR,Belarus,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2013,0.118,138.0,28.0
263,CZE,Czech Republic,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.194,84.0,17.0
329,EST,Estonia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2013,0.228,47.5,3.5
377,GEO,Georgia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.251,37.0,1.0
443,HRV,Croatia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.199,75.0,13.0
455,HUN,Hungary,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.234,42.5,2.0
527,KAZ,Kazakhstan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.222,51.5,5.0
539,KGZ,Kyrgyzstan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.155,114.0,24.0
611,LTU,Lithuania,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2013,0.218,56.0,8.0
623,LVA,Latvia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2013,0.221,53.0,6.0
635,MDA,Moldova,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2013,0.216,59.5,9.0
665,MKD,Macedonia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.194,84.0,17.0
689,MNE,Montenegro,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.219,55.0,7.0
695,MNG,Mongolia,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.154,115.0,25.0
815,POL,Poland,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.198,77.0,14.0
851,ROU,Romania,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.194,84.0,17.0
857,RUS,Russia,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2013,0.228,47.5,3.5
917,SRB,Serbia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.178,100.0,23.0
941,SVK,Slovakia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.197,79.0,15.0
947,SVN,Slovenia,"Central Europe, Eastern Europe, and Central Asia",Central Europe,2013,0.212,64.5,10.0
995,TJK,Tajikistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.132,133.5,27.0
1001,TKM,Turkmenistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.184,93.0,21.0
1055,UKR,Ukraine,"Central Europe, Eastern Europe, and Central Asia",Eastern Europe,2013,0.205,72.0,11.0
1073,UZB,Uzbekistan,"Central Europe, Eastern Europe, and Central Asia",Central Asia,2013,0.137,128.0,26.0
23,AND,Andorra,High-income,Western Europe,2013,0.089,152.5,30.0
35,ARG,Argentina,High-income,Southern Latin America,2013,0.208,68.0,18.0
53,AUS,Australia,High-income,Australasia,2013,0.287,25.0,3.0
59,AUT,Austria,High-income,Western Europe,2013,0.18,98.5,26.0
77,BEL,Belgium,High-income,Western Europe,2013,0.209,67.0,17.0
155,BRN,Brunei,High-income,High-income Asia Pacific,2013,0.035,180.0,33.0
179,CAN,Canada,High-income,High-income North America,2013,0.212,64.5,16.0
185,CHE,Switzerland,High-income,Western Europe,2013,0.177,102.0,27.0
191,CHL,Chile,High-income,Southern Latin America,2013,0.263,32.0,6.0
257,CYP,Cyprus,High-income,Western Europe,2013,0.241,41.0,10.0
269,DEU,Germany,High-income,Western Europe,2013,0.222,51.5,14.0
287,DNK,Denmark,High-income,Western Europe,2013,0.198,77.0,20.0
323,ESP,Spain,High-income,Western Europe,2013,0.207,69.5,19.0
341,FIN,Finland,High-income,Western Europe,2013,0.217,57.0,15.0
353,FRA,France,High-income,Western Europe,2013,0.195,81.0,21.0
371,GBR,United Kingdom,High-income,Western Europe,2013,0.25,38.0,7.0
413,GRC,Greece,High-income,Western Europe,2013,0.194,84.0,22.5
473,IRL,Ireland,High-income,Western Europe,2013,0.227,49.0,12.0
491,ISL,Iceland,High-income,Western Europe,2013,0.279,27.0,5.0
497,ISR,Israel,High-income,Western Europe,2013,0.232,44.0,11.0
503,ITA,Italy,High-income,Western Europe,2013,0.182,95.0,25.0
521,JPN,Japan,High-income,High-income Asia Pacific,2013,0.039,177.0,32.0
557,KOR,South Korea,High-income,High-income Asia Pacific,2013,0.064,162.0,31.0
617,LUX,Luxembourg,High-income,Western Europe,2013,0.249,39.0,8.0
677,MLT,Malta,High-income,Western Europe,2013,0.283,26.0,4.0
755,NLD,Netherlands,High-income,Western Europe,2013,0.143,124.0,28.0
761,NOR,Norway,High-income,Western Europe,2013,0.186,91.5,24.0
773,NZL,New Zealand,High-income,Australasia,2013,0.29,21.5,2.0
827,PRT,Portugal,High-income,Western Europe,2013,0.223,50.0,13.0
887,SGP,Singapore,High-income,High-income Asia Pacific,2013,0.114,140.0,29.0
953,SWE,Sweden,High-income,Western Europe,2013,0.194,84.0,22.5
1061,URY,Uruguay,High-income,Southern Latin America,2013,0.245,40.0,9.0
1067,USA,United States,High-income,High-income North America,2013,0.328,16.0,1.0
29,ARE,United Arab Emirates,North Africa and Middle East,North Africa and Middle East,2013,0.29,21.5,11.0
107,BHR,Bahrain,North Africa and Middle East,North Africa and Middle East,2013,0.357,14.0,8.0
299,DZA,Algeria,North Africa and Middle East,North Africa and Middle East,2013,0.18,98.5,17.0
311,EGY,Egypt,North Africa and Middle East,North Africa and Middle East,2013,0.377,10.0,4.0
479,IRN,Iran,North Africa and Middle East,North Africa and Middle East,2013,0.215,62.0,15.0
485,IRQ,Iraq,North Africa and Middle East,North Africa and Middle East,2013,0.319,18.0,10.0
515,JOR,Jordan,North Africa and Middle East,North Africa and Middle East,2013,0.365,11.0,5.0
563,KWT,Kuwait,North Africa and Middle East,North Africa and Middle East,2013,0.491,3.0,1.0
575,LBN,Lebanon,North Africa and Middle East,North Africa and Middle East,2013,0.277,28.0,12.0
587,LBY,Libya,North Africa and Middle East,North Africa and Middle East,2013,0.439,7.0,3.0
629,MAR,Morocco,North Africa and Middle East,North Africa and Middle East,2013,0.196,80.0,16.0
779,OMN,Oman,North Africa and Middle East,North Africa and Middle East,2013,0.267,31.0,14.0
839,PSE,Palestine,North Africa and Middle East,North Africa and Middle East,2013,0.362,12.0,6.0
845,QAT,Qatar,North Africa and Middle East,North Africa and Middle East,2013,0.472,5.0,2.0
869,SAU,Saudi Arabia,North Africa and Middle East,North Africa and Middle East,2013,0.358,13.0,7.0
875,SDN,Sudan,North Africa and Middle East,North Africa and Middle East,2013,0.156,112.5,18.0
971,SYR,Syria,North Africa and Middle East,North Africa and Middle East,2013,0.32,17.0,9.0
1025,TUN,Tunisia,North Africa and Middle East,North Africa and Middle East,2013,0.14,127.0,20.0
1031,TUR,Turkey,North Africa and Middle East,North Africa and Middle East,2013,0.276,29.0,13.0
1109,YEM,Yemen,North Africa and Middle East,North Africa and Middle East,2013,0.147,118.0,19.0
47,ATG,Antigua and Barbuda,Latin America and Caribbean,Caribbean,2013,0.157,110.5,24.5
113,BHS,The Bahamas,Latin America and Caribbean,Caribbean,2013,0.398,9.0,1.0
131,BLZ,Belize,Latin America and Caribbean,Caribbean,2013,0.33,15.0,2.0
137,BOL,Bolivia,Latin America and Caribbean,Andean Latin America,2013,0.177,102.0,19.0
143,BRA,Brazil,Latin America and Caribbean,Tropical Latin America,2013,0.164,107.0,22.0
149,BRB,Barbados,Latin America and Caribbean,Caribbean,2013,0.257,34.0,6.0
227,COL,Colombia,Latin America and Caribbean,Central Latin America,2013,0.189,89.0,16.0
245,CRI,Costa Rica,Latin America and Caribbean,Central Latin America,2013,0.22,54.0,10.0
251,CUB,Cuba,Latin America and Caribbean,Caribbean,2013,0.229,46.0,9.0
281,DMA,Dominica,Latin America and Caribbean,Caribbean,2013,0.255,35.0,7.0
293,DOM,Dominican Republic,Latin America and Caribbean,Caribbean,2013,0.157,110.5,24.5
305,ECU,Ecuador,Latin America and Caribbean,Andean Latin America,2013,0.134,130.0,28.0
419,GRD,Grenada,Latin America and Caribbean,Caribbean,2013,0.161,109.0,23.0
425,GTM,Guatemala,Latin America and Caribbean,Central Latin America,2013,0.146,119.0,27.0
431,GUY,Guyana,Latin America and Caribbean,Caribbean,2013,0.216,59.5,11.5
437,HND,Honduras,Latin America and Caribbean,Central Latin America,2013,0.181,96.5,18.0
449,HTI,Haiti,Latin America and Caribbean,Caribbean,2013,0.088,154.0,29.0
509,JAM,Jamaica,Latin America and Caribbean,Caribbean,2013,0.216,59.5,11.5
593,LCA,Saint Lucia,Latin America and Caribbean,Caribbean,2013,0.169,106.0,21.0
653,MEX,Mexico,Latin America and Caribbean,Central Latin America,2013,0.272,30.0,4.0
749,NIC,Nicaragua,Latin America and Caribbean,Central Latin America,2013,0.21,66.0,14.0
791,PAN,Panama,Latin America and Caribbean,Central Latin America,2013,0.152,117.0,26.0
797,PER,Peru,Latin America and Caribbean,Andean Latin America,2013,0.17,105.0,20.0
833,PRY,Paraguay,Latin America and Caribbean,Tropical Latin America,2013,0.259,33.0,5.0
905,SLV,El Salvador,Latin America and Caribbean,Central Latin America,2013,0.213,63.0,13.0
935,SUR,Suriname,Latin America and Caribbean,Caribbean,2013,0.234,42.5,8.0
1019,TTO,Trinidad and Tobago,Latin America and Caribbean,Caribbean,2013,0.288,23.5,3.0
1079,VCT,Saint Vincent and the Grenadines,Latin America and Caribbean,Caribbean,2013,0.193,87.5,15.0
1085,VEN,Venezuela,Latin America and Caribbean,Central Latin America,2013,0.183,94.0,17.0
197,CHN,China,"Southeast Asia, East Asia, and Oceania",East Asia,2013,0.044,174.0,20.0
347,FJI,Fiji,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.252,36.0,7.0
359,FSM,Federated States of Micronesia,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.447,6.0,4.0
461,IDN,Indonesia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.069,159.0,13.0
545,KHM,Cambodia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.021,187.0,22.0
551,KIR,Kiribati,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.477,4.0,3.0
569,LAO,Laos,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.056,165.0,15.0
599,LKA,Sri Lanka,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.052,167.5,17.5
647,MDV,Maldives,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.125,137.0,10.0
659,MHL,Marshall Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.407,8.0,5.0
683,MMR,Myanmar,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.065,161.0,14.0
725,MYS,Malaysia,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.142,126.0,9.0
803,PHL,Philippines,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.052,167.5,17.5
809,PNG,Papua New Guinea,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.098,150.0,11.0
821,PRK,North Korea,"Southeast Asia, East Asia, and Oceania",East Asia,2013,0.025,185.0,21.0
893,SLB,Solomon Islands,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.316,19.0,6.0
989,THA,Thailand,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.089,152.5,12.0
1007,TLS,Timor-Leste,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.048,169.0,19.0
1013,TON,Tonga,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.601,1.0,1.0
1037,TWN,Taiwan,"Southeast Asia, East Asia, and Oceania",East Asia,2013,0.053,166.0,16.0
1091,VNM,Vietnam,"Southeast Asia, East Asia, and Oceania",Southeast Asia,2013,0.016,188.0,23.0
1097,VUT,Vanuatu,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.177,102.0,8.0
1103,WSM,Samoa,"Southeast Asia, East Asia, and Oceania",Oceania,2013,0.576,2.0,2.0
